time,t_load_u1,t_load_u2,load_t_user3,t_load_u3,t_load_u4,t_load_u5,t_load_u6,t_load_u7,t_load_u8,t_load_u9,t_load_u10,t_load_u1_heat_cool,T_int,T_ext,mode,
370,10,10,1.999315257,10,10,0,10,10,10,10,10,-10,20,5,-1,
371,10,10,2.184025632,10,10,0,10,10,10,10,10,-10,20,5,-1,
372,10,10,2.281687868,10,10,0,10,10,10,10,10,-10,20,5,-1,
373,10,10,2.228450137,10,10,0,10,10,10,10,10,-10,20,5,-1,
374,10,10,1.952217081,10,10,0,10,10,10,10,10,-10,20,5,-1,
375,10,10,1.689598359,10,10,0,10,10,10,10,10,-10,20,5,-1,
376,10,10,0.944420832,10,10,0,10,10,10,10,10,-10,20,5,-1,
377,10,10,0.433827772,10,10,0,10,10,10,10,10,-10,20,5,-1,
378,10,10,0.085753921,10,10,0,10,10,10,10,10,-10,20,5,-1,
379,10,10,0.124592472,10,10,0,10,10,10,10,10,-10,20,5,-1,
380,10,10,0.046789011,10,10,0,10,10,10,10,10,-10,20,5,-1,
381,10,10,0.264310534,10,10,0,10,10,10,10,10,-10,20,5,-1,
382,10,10,0.369928931,10,10,0,10,10,10,10,10,-10,20,5,-1,
383,10,10,0.504730934,10,10,0,10,10,10,10,10,-10,20,5,-1,
384,10,10,0.786241581,10,10,0,10,10,10,10,10,-10,20,5,-1,
385,10,10,1.06279829,10,10,0,10,10,10,10,10,-10,20,5,-1,
386,10,10,1.356162945,10,10,0,10,10,10,10,10,-10,20,5,-1,
387,10,10,1.570822025,10,10,0,10,10,10,10,10,-10,20,5,-1,
388,10,10,2.085933284,10,10,0,10,10,10,10,10,-10,20,5,-1,
389,10,10,2.375703898,10,10,0,10,10,10,10,10,-10,20,5,-1,
390,10,10,2.569733898,10,10,0,10,10,10,10,10,-10,20,5,-1,
391,10,10,2.712875804,10,10,0,10,10,10,10,10,-10,20,5,-1,
392,10,10,2.83682929,10,10,0,10,10,10,10,10,-10,20,5,-1,
393,10,10,3.013920875,10,10,0,10,10,10,10,10,-10,20,5,-1,
394,10,10,3.000538038,10,10,0,10,10,10,10,10,-10,20,5,-1,
395,10,10,3.214284097,10,10,0,10,10,10,10,10,-10,20,5,-1,
396,10,10,3.247263788,10,10,0,10,10,10,10,10,-10,20,5,-1,
397,10,10,3.254622951,10,10,0,10,10,10,10,10,-10,20,5,-1,
398,10,10,2.772366905,10,10,0,10,10,10,10,10,-10,20,5,-1,
399,10,10,2.317818989,10,10,0,10,10,10,10,10,-10,20,5,-1,
400,10,10,1.858903811,10,10,0,10,10,10,10,10,-10,20,5,-1,
401,10,10,1.465993528,10,10,0,10,10,10,10,10,-10,20,5,-1,
402,10,10,1.159946634,10,10,0,10,10,10,10,10,-10,20,5,-1,
403,10,10,0.999879646,10,10,0,10,10,10,10,10,-10,20,5,-1,
404,10,10,1.036669828,10,10,0,10,10,10,10,10,-10,20,5,-1,
405,10,10,1.270754444,10,10,0,10,10,10,10,10,-10,20,5,-1,
406,10,10,1.542310065,10,10,0,10,10,10,10,10,-10,20,5,-1,
407,10,10,1.791050151,10,10,0,10,10,10,10,10,-10,20,5,-1,
408,10,10,1.932696027,10,10,0,10,10,10,10,10,-10,20,5,-1,
409,10,10,1.973530603,10,10,0,10,10,10,10,10,-10,20,5,-1,
410,10,10,2.03614286,10,10,0,10,10,10,10,10,-10,20,5,-1,
411,10,10,2.097191705,10,10,0,10,10,10,10,10,-10,20,5,-1,
412,10,10,2.723356811,10,10,0,10,10,10,10,10,-10,20,5,-1,
413,10,10,2.930104515,10,10,0,10,10,10,10,10,-10,20,5,-1,
414,10,10,3.092235808,10,10,0,10,10,10,10,10,-10,20,5,-1,
415,10,10,3.235747987,10,10,0,10,10,10,10,10,-10,20,5,-1,
416,10,10,3.363085588,10,10,0,10,10,10,10,10,-10,20,5,-1,
417,10,10,3.338297489,10,10,0,10,10,10,10,10,-10,20,5,-1,
418,10,10,3.393996515,10,10,0,10,10,10,10,10,-10,20,5,-1,
419,10,10,3.375700889,10,10,0,10,10,10,10,10,-10,20,5,-1,
420,10,10,3.427891489,10,10,0,10,10,10,10,10,-10,20,5,-1,
421,10,10,3.455255287,10,10,0,10,10,10,10,10,-10,20,5,-1,
422,10,10,3.334515498,10,10,0,10,10,10,10,10,-10,20,5,-1,
423,10,10,3.006888539,10,10,0,10,10,10,10,10,-10,20,5,-1,
424,10,10,2.540232095,10,10,0,10,10,10,10,10,-10,20,5,-1,
425,10,10,2.233170243,10,10,0,10,10,10,10,10,-10,20,5,-1,
426,10,10,1.945078797,10,10,0,10,10,10,10,10,-10,20,5,-1,
427,10,10,1.834942611,10,10,0,10,10,10,10,10,-10,20,5,-1,
428,10,10,1.838347991,10,10,0,10,10,10,10,10,-10,20,5,-1,
429,10,10,1.980700725,10,10,0,10,10,10,10,10,-10,20,5,-1,
430,10,10,2.110336331,10,10,0,10,10,10,10,10,-10,20,5,-1,
431,10,10,2.194587642,10,10,0,10,10,10,10,10,-10,20,5,-1,
432,10,10,2.280870889,10,10,0,10,10,10,10,10,-10,20,5,-1,
433,10,10,2.384606143,10,10,0,10,10,10,10,10,-10,20,5,-1,
434,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
435,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
436,10,10,7.904639538,10,10,0,10,10,10,10,10,-10,20,5,-1,
437,10,10,6.978618506,10,10,0,10,10,10,10,10,-10,20,5,-1,
438,10,10,6.219695185,10,10,0,10,10,10,10,10,-10,20,5,-1,
439,10,10,5.674585435,10,10,0,10,10,10,10,10,-10,20,5,-1,
440,10,10,5.075766955,10,10,0,10,10,10,10,10,-10,20,5,-1,
441,10,10,4.706851,10,10,0,10,10,10,10,10,-10,20,5,-1,
442,10,10,4.43675714,10,10,0,10,10,10,10,10,-10,20,5,-1,
443,10,10,4.220910338,10,10,0,10,10,10,10,10,-10,20,5,-1,
444,10,10,4.070707607,10,10,0,10,10,10,10,10,-10,20,5,-1,
445,10,10,3.936902676,10,10,0,10,10,10,10,10,-10,20,5,-1,
446,10,10,3.807350709,10,10,0,10,10,10,10,10,-10,20,5,-1,
447,10,10,3.635111813,10,10,0,10,10,10,10,10,-10,20,5,-1,
448,10,10,3.373022209,10,10,0,10,10,10,10,10,-10,20,5,-1,
449,10,10,3.031716749,10,10,0,10,10,10,10,10,-10,20,5,-1,
450,10,10,2.932529858,10,10,0,10,10,10,10,10,-10,20,5,-1,
451,10,10,2.598998755,10,10,0,10,10,10,10,10,-10,20,5,-1,
452,10,10,2.444216736,10,10,0,10,10,10,10,10,-10,20,5,-1,
453,10,10,2.428445806,10,10,0,10,10,10,10,10,-10,20,5,-1,
454,10,10,2.638592294,10,10,0,10,10,10,10,10,-10,20,5,-1,
455,10,10,2.880144587,10,10,0,10,10,10,10,10,-10,20,5,-1,
456,10,10,3.084572129,10,10,0,10,10,10,10,10,-10,20,5,-1,
457,10,10,3.28902281,10,10,0,10,10,10,10,10,-10,20,5,-1,
458,10,10,3.425615953,10,10,0,10,10,10,10,10,-10,20,5,-1,
459,10,10,3.556249608,10,10,0,10,10,10,10,10,-10,20,5,-1,
460,10,10,3.695346997,10,10,0,10,10,10,10,10,-10,20,5,-1,
461,10,10,3.591791031,10,10,0,10,10,10,10,10,-10,20,5,-1,
462,10,10,3.657958533,10,10,0,10,10,10,10,10,-10,20,5,-1,
463,10,10,3.747079244,10,10,0,10,10,10,10,10,-10,20,5,-1,
464,10,10,3.831190095,10,10,0,10,10,10,10,10,-10,20,5,-1,
465,10,10,3.932720834,10,10,0,10,10,10,10,10,-10,20,5,-1,
466,10,10,4.037755823,10,10,0,10,10,10,10,10,-10,20,5,-1,
467,10,10,4.13920543,10,10,0,10,10,10,10,10,-10,20,5,-1,
468,10,10,4.233199321,10,10,0,10,10,10,10,10,-10,20,5,-1,
469,10,10,4.314984804,10,10,0,10,10,10,10,10,-10,20,5,-1,
470,10,10,4.270246493,10,10,0,10,10,10,10,10,-10,20,5,-1,
471,10,10,3.989918173,10,10,0,10,10,10,10,10,-10,20,5,-1,
472,10,10,3.576196466,10,10,0,10,10,10,10,10,-10,20,5,-1,
473,10,10,3.17883215,10,10,0,10,10,10,10,10,-10,20,5,-1,
474,10,10,2.794303484,10,10,0,10,10,10,10,10,-10,20,5,-1,
475,10,10,2.471265673,10,10,0,10,10,10,10,10,-10,20,5,-1,
476,10,10,2.261647196,10,10,0,10,10,10,10,10,-10,20,5,-1,
477,10,10,2.142149314,10,10,0,10,10,10,10,10,-10,20,5,-1,
478,10,10,2.236806272,10,10,0,10,10,10,10,10,-10,20,5,-1,
479,10,10,2.565314893,10,10,0,10,10,10,10,10,-10,20,5,-1,
480,10,10,2.797284008,10,10,0,10,10,10,10,10,-10,20,5,-1,
481,10,10,3.020072374,10,10,0,10,10,10,10,10,-10,20,5,-1,
482,10,10,3.130632332,10,10,0,10,10,10,10,10,-10,20,5,-1,
483,10,10,3.352549839,10,10,0,10,10,10,10,10,-10,20,5,-1,
484,10,10,3.521212936,10,10,0,10,10,10,10,10,-10,20,5,-1,
485,10,10,2.795178023,10,10,0,10,10,10,10,10,-10,20,5,-1,
486,10,10,2.679954343,10,10,0,10,10,10,10,10,-10,20,5,-1,
487,10,10,2.678187162,10,10,0,10,10,10,10,10,-10,20,5,-1,
488,10,10,2.697263271,10,10,0,10,10,10,10,10,-10,20,5,-1,
489,10,10,2.718814088,10,10,0,10,10,10,10,10,-10,20,5,-1,
490,10,10,2.720135116,10,10,0,10,10,10,10,10,-10,20,5,-1,
491,10,10,2.694299611,10,10,0,10,10,10,10,10,-10,20,5,-1,
492,10,10,2.755164716,10,10,0,10,10,10,10,10,-10,20,5,-1,
493,10,10,2.646919906,10,10,0,10,10,10,10,10,-10,20,5,-1,
494,10,10,2.277316454,10,10,0,10,10,10,10,10,-10,20,5,-1,
495,10,10,1.817895483,10,10,0,10,10,10,10,10,-10,20,5,-1,
496,10,10,1.348326403,10,10,0,10,10,10,10,10,-10,20,5,-1,
497,10,10,0.812068288,10,10,0,10,10,10,10,10,-10,20,5,-1,
498,10,10,0.304628761,10,10,0,10,10,10,10,10,-10,20,5,-1,
499,10,10,0.114058262,10,10,0,10,10,10,10,10,-10,20,5,-1,
500,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
501,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
502,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
503,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
504,10,10,0.156309668,10,10,0,10,10,10,10,10,-10,20,5,-1,
505,10,10,0.322369061,10,10,0,10,10,10,10,10,-10,20,5,-1,
506,10,10,0.542011166,10,10,0,10,10,10,10,10,-10,20,5,-1,
507,10,10,0.684387911,10,10,0,10,10,10,10,10,-10,20,5,-1,
508,10,10,0.862440283,10,10,0,10,10,10,10,10,-10,20,5,-1,
509,10,10,1.050531234,10,10,0,10,10,10,10,10,-10,20,5,-1,
510,10,10,1.181556632,10,10,0,10,10,10,10,10,-10,20,5,-1,
511,10,10,1.289812746,10,10,0,10,10,10,10,10,-10,20,5,-1,
512,10,10,1.475491525,10,10,0,10,10,10,10,10,-10,20,5,-1,
513,10,10,1.672726583,10,10,0,10,10,10,10,10,-10,20,5,-1,
514,10,10,1.828169953,10,10,0,10,10,10,10,10,-10,20,5,-1,
515,10,10,1.999315257,10,10,0,10,10,10,10,10,-10,20,5,-1,
516,10,10,2.184025632,10,10,0,10,10,10,10,10,-10,20,5,-1,
517,10,10,2.281687868,10,10,0,10,10,10,10,10,-10,20,5,-1,
518,10,10,2.228450137,10,10,0,10,10,10,10,10,-10,20,5,-1,
519,10,10,1.952217081,10,10,0,10,10,10,10,10,-10,20,5,-1,
520,10,10,1.689598359,10,10,0,10,10,10,10,10,-10,20,5,-1,
521,10,10,0.944420832,10,10,0,10,10,10,10,10,-10,20,5,-1,
522,10,10,0.433827772,10,10,0,10,10,10,10,10,-10,20,5,-1,
523,10,10,0.085753921,10,10,0,10,10,10,10,10,-10,20,5,-1,
524,10,10,0.124592472,10,10,0,10,10,10,10,10,-10,20,5,-1,
525,10,10,0.046789011,10,10,0,10,10,10,10,10,-10,20,5,-1,
526,10,10,0.264310534,10,10,0,10,10,10,10,10,-10,20,5,-1,
527,10,10,0.369928931,10,10,0,10,10,10,10,10,-10,20,5,-1,
528,10,10,0.504730934,10,10,0,10,10,10,10,10,-10,20,5,-1,
529,10,10,0.786241581,10,10,0,10,10,10,10,10,-10,20,5,-1,
530,10,10,1.06279829,10,10,0,10,10,10,10,10,-10,20,5,-1,
531,10,10,1.356162945,10,10,0,10,10,10,10,10,-10,20,5,-1,
532,10,10,1.570822025,10,10,0,10,10,10,10,10,-10,20,5,-1,
533,10,10,2.085933284,10,10,0,10,10,10,10,10,-10,20,5,-1,
534,10,10,2.375703898,10,10,0,10,10,10,10,10,-10,20,5,-1,
535,10,10,2.569733898,10,10,0,10,10,10,10,10,-10,20,5,-1,
536,10,10,2.712875804,10,10,0,10,10,10,10,10,-10,20,5,-1,
537,10,10,2.83682929,10,10,0,10,10,10,10,10,-10,20,5,-1,
538,10,10,3.013920875,10,10,0,10,10,10,10,10,-10,20,5,-1,
539,10,10,3.000538038,10,10,0,10,10,10,10,10,-10,20,5,-1,
540,10,10,3.214284097,10,10,0,10,10,10,10,10,-10,20,5,-1,
541,10,10,3.247263788,10,10,0,10,10,10,10,10,-10,20,5,-1,
542,10,10,3.254622951,10,10,0,10,10,10,10,10,-10,20,5,-1,
543,10,10,2.772366905,10,10,0,10,10,10,10,10,-10,20,5,-1,
544,10,10,2.317818989,10,10,0,10,10,10,10,10,-10,20,5,-1,
545,10,10,1.858903811,10,10,0,10,10,10,10,10,-10,20,5,-1,
546,10,10,1.465993528,10,10,0,10,10,10,10,10,-10,20,5,-1,
547,10,10,1.159946634,10,10,0,10,10,10,10,10,-10,20,5,-1,
548,10,10,0.999879646,10,10,0,10,10,10,10,10,-10,20,5,-1,
549,10,10,1.036669828,10,10,0,10,10,10,10,10,-10,20,5,-1,
550,10,10,1.270754444,10,10,0,10,10,10,10,10,-10,20,5,-1,
551,10,10,1.542310065,10,10,0,10,10,10,10,10,-10,20,5,-1,
552,10,10,1.791050151,10,10,0,10,10,10,10,10,-10,20,5,-1,
553,10,10,1.932696027,10,10,0,10,10,10,10,10,-10,20,5,-1,
554,10,10,1.973530603,10,10,0,10,10,10,10,10,-10,20,5,-1,
555,10,10,2.03614286,10,10,0,10,10,10,10,10,-10,20,5,-1,
556,10,10,2.097191705,10,10,0,10,10,10,10,10,-10,20,5,-1,
557,10,10,2.723356811,10,10,0,10,10,10,10,10,-10,20,5,-1,
558,10,10,2.930104515,10,10,0,10,10,10,10,10,-10,20,5,-1,
559,10,10,3.092235808,10,10,0,10,10,10,10,10,-10,20,5,-1,
560,10,10,3.235747987,10,10,0,10,10,10,10,10,-10,20,5,-1,
561,10,10,3.363085588,10,10,0,10,10,10,10,10,-10,20,5,-1,
562,10,10,3.338297489,10,10,0,10,10,10,10,10,-10,20,5,-1,
563,10,10,3.393996515,10,10,0,10,10,10,10,10,-10,20,5,-1,
564,10,10,3.375700889,10,10,0,10,10,10,10,10,-10,20,5,-1,
565,10,10,3.427891489,10,10,0,10,10,10,10,10,-10,20,5,-1,
566,10,10,3.455255287,10,10,0,10,10,10,10,10,-10,20,5,-1,
567,10,10,3.334515498,10,10,0,10,10,10,10,10,-10,20,5,-1,
568,10,10,3.006888539,10,10,0,10,10,10,10,10,-10,20,5,-1,
569,10,10,2.540232095,10,10,0,10,10,10,10,10,-10,20,5,-1,
570,10,10,2.233170243,10,10,0,10,10,10,10,10,-10,20,5,-1,
571,10,10,1.945078797,10,10,0,10,10,10,10,10,-10,20,5,-1,
572,10,10,1.834942611,10,10,0,10,10,10,10,10,-10,20,5,-1,
573,10,10,1.838347991,10,10,0,10,10,10,10,10,-10,20,5,-1,
574,10,10,1.980700725,10,10,0,10,10,10,10,10,-10,20,5,-1,
575,10,10,2.110336331,10,10,0,10,10,10,10,10,-10,20,5,-1,
576,10,10,2.194587642,10,10,0,10,10,10,10,10,-10,20,5,-1,
577,10,10,2.280870889,10,10,0,10,10,10,10,10,-10,20,5,-1,
578,10,10,2.384606143,10,10,0,10,10,10,10,10,-10,20,5,-1,
579,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
580,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
581,10,10,7.904639538,10,10,0,10,10,10,10,10,-10,20,5,-1,
582,10,10,6.978618506,10,10,0,10,10,10,10,10,-10,20,5,-1,
583,10,10,6.219695185,10,10,0,10,10,10,10,10,-10,20,5,-1,
584,10,10,5.674585435,10,10,0,10,10,10,10,10,-10,20,5,-1,
585,10,10,5.075766955,10,10,0,10,10,10,10,10,-10,20,5,-1,
586,10,10,4.706851,10,10,0,10,10,10,10,10,-10,20,5,-1,
587,10,10,4.43675714,10,10,0,10,10,10,10,10,-10,20,5,-1,
588,10,10,4.220910338,10,10,0,10,10,10,10,10,-10,20,5,-1,
589,10,10,4.070707607,10,10,0,10,10,10,10,10,-10,20,5,-1,
590,10,10,3.936902676,10,10,0,10,10,10,10,10,-10,20,5,-1,
591,10,10,3.807350709,10,10,0,10,10,10,10,10,-10,20,5,-1,
592,10,10,3.635111813,10,10,0,10,10,10,10,10,-10,20,5,-1,
593,10,10,3.373022209,10,10,0,10,10,10,10,10,-10,20,5,-1,
594,10,10,3.031716749,10,10,0,10,10,10,10,10,-10,20,5,-1,
595,10,10,2.932529858,10,10,0,10,10,10,10,10,-10,20,5,-1,
596,10,10,2.598998755,10,10,0,10,10,10,10,10,-10,20,5,-1,
597,10,10,2.444216736,10,10,0,10,10,10,10,10,-10,20,5,-1,
598,10,10,2.428445806,10,10,0,10,10,10,10,10,-10,20,5,-1,
599,10,10,2.638592294,10,10,0,10,10,10,10,10,-10,20,5,-1,
600,10,10,2.880144587,10,10,0,10,10,10,10,10,-10,20,5,-1,
601,10,10,3.084572129,10,10,0,10,10,10,10,10,-10,20,5,-1,
602,10,10,3.28902281,10,10,0,10,10,10,10,10,-10,20,5,-1,
603,10,10,3.425615953,10,10,0,10,10,10,10,10,-10,20,5,-1,
604,10,10,3.556249608,10,10,0,10,10,10,10,10,-10,20,5,-1,
605,10,10,3.695346997,10,10,0,10,10,10,10,10,-10,20,5,-1,
606,10,10,3.591791031,10,10,0,10,10,10,10,10,-10,20,5,-1,
607,10,10,3.657958533,10,10,0,10,10,10,10,10,-10,20,5,-1,
608,10,10,3.747079244,10,10,0,10,10,10,10,10,-10,20,5,-1,
609,10,10,3.831190095,10,10,0,10,10,10,10,10,-10,20,5,-1,
610,10,10,3.932720834,10,10,0,10,10,10,10,10,-10,20,5,-1,
611,10,10,4.037755823,10,10,0,10,10,10,10,10,-10,20,5,-1,
612,10,10,4.13920543,10,10,0,10,10,10,10,10,-10,20,5,-1,
613,10,10,4.233199321,10,10,0,10,10,10,10,10,-10,20,5,-1,
614,10,10,4.314984804,10,10,0,10,10,10,10,10,-10,20,5,-1,
615,10,10,4.270246493,10,10,0,10,10,10,10,10,-10,20,5,-1,
616,10,10,3.989918173,10,10,0,10,10,10,10,10,-10,20,5,-1,
617,10,10,3.576196466,10,10,0,10,10,10,10,10,-10,20,5,-1,
618,10,10,3.17883215,10,10,0,10,10,10,10,10,-10,20,5,-1,
619,10,10,2.794303484,10,10,0,10,10,10,10,10,-10,20,5,-1,
620,10,10,2.471265673,10,10,0,10,10,10,10,10,-10,20,5,-1,
621,10,10,2.261647196,10,10,0,10,10,10,10,10,-10,20,5,-1,
622,10,10,2.142149314,10,10,0,10,10,10,10,10,-10,20,5,-1,
623,10,10,2.236806272,10,10,0,10,10,10,10,10,-10,20,5,-1,
624,10,10,2.565314893,10,10,0,10,10,10,10,10,-10,20,5,-1,
625,10,10,2.797284008,10,10,0,10,10,10,10,10,-10,20,5,-1,
626,10,10,3.020072374,10,10,0,10,10,10,10,10,-10,20,5,-1,
627,10,10,3.130632332,10,10,0,10,10,10,10,10,-10,20,5,-1,
628,10,10,3.352549839,10,10,0,10,10,10,10,10,-10,20,5,-1,
629,10,10,3.521212936,10,10,0,10,10,10,10,10,-10,20,5,-1,
630,10,10,2.795178023,10,10,0,10,10,10,10,10,-10,20,5,-1,
631,10,10,2.679954343,10,10,0,10,10,10,10,10,-10,20,5,-1,
632,10,10,2.678187162,10,10,0,10,10,10,10,10,-10,20,5,-1,
633,10,10,2.697263271,10,10,0,10,10,10,10,10,-10,20,5,-1,
634,10,10,2.718814088,10,10,0,10,10,10,10,10,-10,20,5,-1,
635,10,10,2.720135116,10,10,0,10,10,10,10,10,-10,20,5,-1,
636,10,10,2.694299611,10,10,0,10,10,10,10,10,-10,20,5,-1,
637,10,10,2.755164716,10,10,0,10,10,10,10,10,-10,20,5,-1,
638,10,10,2.646919906,10,10,0,10,10,10,10,10,-10,20,5,-1,
639,10,10,2.277316454,10,10,0,10,10,10,10,10,-10,20,5,-1,
640,10,10,1.817895483,10,10,0,10,10,10,10,10,-10,20,5,-1,
641,10,10,1.348326403,10,10,0,10,10,10,10,10,-10,20,5,-1,
642,10,10,0.812068288,10,10,0,10,10,10,10,10,-10,20,5,-1,
643,10,10,0.304628761,10,10,0,10,10,10,10,10,-10,20,5,-1,
644,10,10,0.114058262,10,10,0,10,10,10,10,10,-10,20,5,-1,
645,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
646,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
647,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
648,10,10,0,10,10,0,10,10,10,10,10,-10,20,5,-1,
649,10,10,0.156309668,10,10,0,10,10,10,10,10,-10,20,5,-1,
650,10,10,0.322369061,10,10,0,10,10,10,10,10,-10,20,5,-1,
651,10,10,0.542011166,10,10,0,10,10,10,10,10,-10,20,5,-1,
652,10,10,0.684387911,10,10,0,10,10,10,10,10,-10,20,5,-1,
653,10,10,0.862440283,10,10,0,10,10,10,10,10,-10,20,5,-1,
654,10,10,1.050531234,10,10,0,10,10,10,10,10,-10,20,5,-1,
655,10,10,1.181556632,10,10,0,10,10,10,10,10,-10,20,5,-1,
656,10,10,1.289812746,10,10,0,10,10,10,10,10,-10,20,5,-1,
657,10,10,1.475491525,10,10,0,10,10,10,10,10,-10,20,5,-1,
658,10,10,1.672726583,10,10,0,10,10,10,10,10,-10,20,5,-1,
659,10,10,1.828169953,10,10,0,10,10,10,10,10,-10,20,5,-1,
660,10,10,1.999315257,10,10,0,10,10,10,10,10,-10,20,5,-1,
661,10,10,2.184025632,10,10,0,10,10,10,10,10,-10,20,5,-1,
662,10,10,2.281687868,10,10,0,10,10,10,10,10,-10,20,5,-1,
663,10,10,2.228450137,10,10,0,10,10,10,10,10,-10,20,5,-1,
664,10,10,1.952217081,10,10,0,10,10,10,10,10,-10,20,5,-1,
665,10,10,1.689598359,10,10,0,10,10,10,10,10,-10,20,5,-1,
666,10,10,0.944420832,10,10,0,10,10,10,10,10,-10,20,5,-1,
667,10,10,0.433827772,10,10,0,10,10,10,10,10,-10,20,5,-1,
668,10,10,0.085753921,10,10,0,10,10,10,10,10,-10,20,5,-1,
669,10,10,0.124592472,10,10,0,10,10,10,10,10,-10,20,5,-1,
670,10,10,0.046789011,10,10,0,10,10,10,10,10,-10,20,5,-1,
671,10,10,0.264310534,10,10,0,10,10,10,10,10,-10,20,5,-1,
672,10,10,0.369928931,10,10,0,10,10,10,10,10,-10,20,5,-1,
673,10,10,0.504730934,10,10,0,10,10,10,10,10,-10,20,5,-1,
674,10,10,0.786241581,10,10,0,10,10,10,10,10,-10,20,5,-1,
675,10,10,1.06279829,10,10,0,10,10,10,10,10,-10,20,5,-1,
676,10,10,1.356162945,10,10,0,10,10,10,10,10,-10,20,5,-1,
677,10,10,1.570822025,10,10,0,10,10,10,10,10,-10,20,5,-1,
678,10,10,2.085933284,10,10,0,10,10,10,10,10,-10,20,5,-1,
679,10,10,2.375703898,10,10,0,10,10,10,10,10,-10,20,5,-1,
680,10,10,2.569733898,10,10,0,10,10,10,10,10,-10,20,5,-1,
681,10,10,2.712875804,10,10,0,10,10,10,10,10,-10,20,5,-1,
682,10,10,2.83682929,10,10,0,10,10,10,10,10,-10,20,5,-1,
683,10,10,3.013920875,10,10,0,10,10,10,10,10,-10,20,5,-1,
684,10,10,3.000538038,10,10,0,10,10,10,10,10,-10,20,5,-1,
685,10,10,3.214284097,10,10,0,10,10,10,10,10,-10,20,5,-1,
686,10,10,3.247263788,10,10,0,10,10,10,10,10,-10,20,5,-1,
687,10,10,3.254622951,10,10,0,10,10,10,10,10,-10,20,5,-1,
688,10,10,2.772366905,10,10,0,10,10,10,10,10,-10,20,5,-1,
689,10,10,2.317818989,10,10,0,10,10,10,10,10,-10,20,5,-1,
690,10,10,1.858903811,10,10,0,10,10,10,10,10,-10,20,5,-1,
691,10,10,1.465993528,10,10,0,10,10,10,10,10,-10,20,5,-1,
692,10,10,1.159946634,10,10,0,10,10,10,10,10,-10,20,5,-1,
693,10,10,0.999879646,10,10,0,10,10,10,10,10,-10,20,5,-1,
694,10,10,1.036669828,10,10,0,10,10,10,10,10,-10,20,5,-1,
695,10,10,1.270754444,10,10,0,10,10,10,10,10,-10,20,5,-1,
696,10,10,1.542310065,10,10,0,10,10,10,10,10,-10,20,5,-1,
697,10,10,1.791050151,10,10,0,10,10,10,10,10,-10,20,5,-1,
698,10,10,1.932696027,10,10,0,10,10,10,10,10,-10,20,5,-1,
699,10,10,1.973530603,10,10,0,10,10,10,10,10,-10,20,5,-1,
700,10,10,2.03614286,10,10,0,10,10,10,10,10,-10,20,5,-1,
701,10,10,2.097191705,10,10,0,10,10,10,10,10,-10,20,5,-1,
702,10,10,2.723356811,10,10,0,10,10,10,10,10,-10,20,5,-1,
703,10,10,2.930104515,10,10,0,10,10,10,10,10,-10,20,5,-1,
704,10,10,3.092235808,10,10,0,10,10,10,10,10,-10,20,5,-1,
705,10,10,3.235747987,10,10,0,10,10,10,10,10,-10,20,5,-1,
706,10,10,3.363085588,10,10,0,10,10,10,10,10,-10,20,5,-1,
707,10,10,3.338297489,10,10,0,10,10,10,10,10,-10,20,5,-1,
708,10,10,3.393996515,10,10,0,10,10,10,10,10,-10,20,5,-1,
709,10,10,3.375700889,10,10,0,10,10,10,10,10,-10,20,5,-1,
710,10,10,3.427891489,10,10,0,10,10,10,10,10,-10,20,5,-1,
711,10,10,3.455255287,10,10,0,10,10,10,10,10,-10,20,5,-1,
712,10,10,3.334515498,10,10,0,10,10,10,10,10,-10,20,5,-1,
713,10,10,3.006888539,10,10,0,10,10,10,10,10,-10,20,5,-1,
714,10,10,2.540232095,10,10,0,10,10,10,10,10,-10,20,5,-1,
715,10,10,2.233170243,10,10,0,10,10,10,10,10,-10,20,5,-1,
716,10,10,1.945078797,10,10,0,10,10,10,10,10,-10,20,5,-1,
717,10,10,1.834942611,10,10,0,10,10,10,10,10,-10,20,5,-1,
718,10,10,1.838347991,10,10,0,10,10,10,10,10,-10,20,5,-1,
719,10,10,1.980700725,10,10,0,10,10,10,10,10,-10,20,5,-1,
720,10,10,2.110336331,10,10,0,10,10,10,10,10,-10,20,5,-1,
721,10,10,2.194587642,10,10,0,10,10,10,10,10,-10,20,5,-1,
722,10,10,2.280870889,10,10,0,10,10,10,10,10,-10,20,5,-1,
723,10,10,2.384606143,10,10,0,10,10,10,10,10,-10,20,5,-1,
724,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
725,10,10,2.480902194,10,10,0,10,10,10,10,10,-10,20,5,-1,
726,10,10,7.904639538,10,10,0,10,10,10,10,10,-10,20,5,-1,
