time,load_user1_adj,max_supply_user1,max_withdrawal_user1,min_energy_user1,max_energy_user1
1073,0,0,0,0,0
1074,0,0,0,0,0
1075,0,0,0,0,0
1076,0,0,0,0,0
1077,0,0,0,0,0
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,0,0,0,0,0
1081,0,0,0,0,0
1082,0,0,0,0,0
1083,0,0,0,0,0
1084,0,0,0,0,0
1085,0,0,0,0,0
1086,0,0,0,0,0
1087,10,0,22,5.3,53
1088,0,0,22,5.3,53
1089,0,0,22,5.3,53
1090,0,0,22,5.3,53
1091,0,0,22,5.3,53
1092,0,0,22,5.3,53
1093,0,0,22,5.3,53
1094,0,0,22,5.3,53
1095,0,0,22,5.3,53
1096,0,0,22,5.3,53
1097,0,0,22,5.3,53
1098,0,0,22,5.3,53
1099,-53,0,0,0,0
1100,0,0,0,0,0
1101,0,0,0,0,0
1102,0,0,0,0,0
1103,0,0,0,0,0
1104,0,0,0,0,0
1105,0,0,0,0,0
1106,0,0,0,0,0
1107,0,0,0,0,0
1108,0,0,0,0,0
1109,0,0,0,0,0
1110,0,0,0,0,0
1111,0,0,0,0,0
1112,0,0,0,0,0
1113,0,0,0,0,0
1114,0,0,0,0,0
1115,10,0,22,5.3,53
1116,0,0,22,5.3,53
1117,0,0,22,5.3,53
1118,0,0,22,5.3,53
1119,0,0,22,5.3,53
1120,0,0,22,5.3,53
1121,0,0,22,5.3,53
1122,0,0,22,5.3,53
1123,0,0,22,5.3,53
1124,0,0,22,5.3,53
1125,0,0,22,5.3,53
1126,0,0,22,5.3,53
1127,0,0,22,5.3,53
1128,0,0,22,5.3,53
1129,0,0,22,5.3,53
1130,0,0,22,5.3,53
1131,0,0,22,5.3,53
1132,0,0,22,5.3,53
1133,-53,0,0,0,0
1134,0,0,0,0,0
1135,0,0,0,0,0
1136,0,0,0,0,0
1137,0,0,0,0,0
1138,0,0,0,0,0
1139,0,0,0,0,0
1140,0,0,0,0,0
1141,0,0,0,0,0
1142,0,0,0,0,0
1143,0,0,0,0,0
1144,0,0,0,0,0
1145,0,0,0,0,0
1146,0,0,0,0,0
1147,0,0,0,0,0
1148,0,0,0,0,0
1149,0,0,0,0,0
1150,0,0,0,0,0
1151,0,0,0,0,0
1152,0,0,0,0,0
