time,buy_price,consumption_price,sell_price,reward_price,peak_categories,peak_tariff,peak_weight,energy_weight,time_res
368,0.08786,0.02,0.1276,0.12,D,2.5,1,30.41666667,0.25
369,0.08786,0.02,0.12623,0.12,D,2.5,1,30.41666667,0.25
370,0.08786,0.02,0.12623,0.12,D,2.5,1,30.41666667,0.25
371,0.08786,0.02,0.12623,0.12,D,2.5,1,30.41666667,0.25
372,0.08786,0.02,0.12623,0.12,D,2.5,1,30.41666667,0.25
373,0.08786,0.02,0.10241,0.12,D,2.5,1,30.41666667,0.25
374,0.08786,0.02,0.10241,0.12,D,2.5,1,30.41666667,0.25
375,0.08786,0.02,0.10241,0.12,D,2.5,1,30.41666667,0.25
376,0.08786,0.02,0.10241,0.12,D,2.5,1,30.41666667,0.25
377,0.08786,0.02,0.095,0.12,D,2.5,1,30.41666667,0.25
378,0.08786,0.02,0.095,0.12,D,2.5,1,30.41666667,0.25
379,0.08786,0.02,0.095,0.12,D,2.5,1,30.41666667,0.25
380,0.08786,0.02,0.095,0.12,D,2.5,1,30.41666667,0.25
381,0.08786,0.02,0.08774,0.12,D,2.5,1,30.41666667,0.25
382,0.08786,0.02,0.08774,0.12,D,2.5,1,30.41666667,0.25
383,0.08786,0.02,0.08774,0.12,D,2.5,1,30.41666667,0.25
384,0.08786,0.02,0.08774,0.12,D,2.5,1,30.41666667,0.25
385,0.09594,0.02,0.09126,0.12,E,2.5,1,30.41666667,0.25
386,0.09594,0.02,0.09126,0.12,E,2.5,1,30.41666667,0.25
387,0.09594,0.02,0.09126,0.12,E,2.5,1,30.41666667,0.25
388,0.09594,0.02,0.09126,0.12,E,2.5,1,30.41666667,0.25
389,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
390,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
391,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
392,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
393,0.09594,0.02,0.088,0.12,E,2.5,1,30.41666667,0.25
394,0.09594,0.02,0.088,0.12,E,2.5,1,30.41666667,0.25
395,0.09594,0.02,0.088,0.12,E,2.5,1,30.41666667,0.25
396,0.09594,0.02,0.088,0.12,E,2.5,1,30.41666667,0.25
397,0.09594,0.02,0.08611,0.12,E,2.5,1,30.41666667,0.25
398,0.09594,0.02,0.08611,0.12,E,2.5,1,30.41666667,0.25
399,0.09594,0.02,0.08611,0.12,E,2.5,1,30.41666667,0.25
400,0.09594,0.02,0.08611,0.12,E,2.5,1,30.41666667,0.25
401,0.09594,0.02,0.087,0.12,E,2.5,1,30.41666667,0.25
402,0.09594,0.02,0.087,0.12,E,2.5,1,30.41666667,0.25
403,0.09594,0.02,0.087,0.12,E,2.5,1,30.41666667,0.25
404,0.09594,0.02,0.087,0.12,E,2.5,1,30.41666667,0.25
405,0.09594,0.02,0.09325,0.12,E,2.5,1,30.41666667,0.25
406,0.09594,0.02,0.09325,0.12,E,2.5,1,30.41666667,0.25
407,0.09594,0.02,0.09325,0.12,E,2.5,1,30.41666667,0.25
408,0.09594,0.02,0.09325,0.12,E,2.5,1,30.41666667,0.25
409,0.09594,0.02,0.10611,0.12,E,2.5,1,30.41666667,0.25
410,0.09594,0.02,0.10611,0.12,E,2.5,1,30.41666667,0.25
411,0.09594,0.02,0.10611,0.12,E,2.5,1,30.41666667,0.25
412,0.09594,0.02,0.10611,0.12,E,2.5,1,30.41666667,0.25
413,0.09594,0.02,0.126,0.12,E,2.5,1,30.41666667,0.25
414,0.09594,0.02,0.126,0.12,E,2.5,1,30.41666667,0.25
415,0.09594,0.02,0.126,0.12,E,2.5,1,30.41666667,0.25
416,0.09594,0.02,0.126,0.12,E,2.5,1,30.41666667,0.25
417,0.09594,0.02,0.13422,0.12,E,2.5,1,30.41666667,0.25
418,0.09594,0.02,0.13422,0.12,E,2.5,1,30.41666667,0.25
419,0.09594,0.02,0.13422,0.12,E,2.5,1,30.41666667,0.25
420,0.09594,0.02,0.13422,0.12,E,2.5,1,30.41666667,0.25
421,0.09594,0.02,0.11333,0.12,E,2.5,1,30.41666667,0.25
422,0.09594,0.02,0.11333,0.12,E,2.5,1,30.41666667,0.25
423,0.09594,0.02,0.11333,0.12,E,2.5,1,30.41666667,0.25
424,0.09594,0.02,0.11333,0.12,E,2.5,1,30.41666667,0.25
425,0.09594,0.02,0.09986,0.12,E,2.5,1,30.41666667,0.25
426,0.09594,0.02,0.09986,0.12,E,2.5,1,30.41666667,0.25
427,0.09594,0.02,0.09986,0.12,E,2.5,1,30.41666667,0.25
428,0.09594,0.02,0.09986,0.12,E,2.5,1,30.41666667,0.25
429,0.09594,0.02,0.09629,0.12,E,2.5,1,30.41666667,0.25
430,0.09594,0.02,0.09629,0.12,E,2.5,1,30.41666667,0.25
431,0.09594,0.02,0.09629,0.12,E,2.5,1,30.41666667,0.25
432,0.09594,0.02,0.09629,0.12,E,2.5,1,30.41666667,0.25
433,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
434,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
435,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
436,0.09594,0.02,0.0901,0.12,E,2.5,1,30.41666667,0.25
437,0.09594,0.02,0.083,0.12,E,2.5,1,30.41666667,0.25
438,0.09594,0.02,0.083,0.12,E,2.5,1,30.41666667,0.25
439,0.09594,0.02,0.083,0.12,E,2.5,1,30.41666667,0.25
440,0.09594,0.02,0.083,0.12,E,2.5,1,30.41666667,0.25
441,0.09594,0.02,0.0828,0.12,E,2.5,1,30.41666667,0.25
442,0.09594,0.02,0.0828,0.12,E,2.5,1,30.41666667,0.25
443,0.09594,0.02,0.0828,0.12,E,2.5,1,30.41666667,0.25
444,0.09594,0.02,0.0828,0.12,E,2.5,1,30.41666667,0.25
445,0.09594,0.02,0.08835,0.12,E,2.5,1,30.41666667,0.25
446,0.09594,0.02,0.08835,0.12,E,2.5,1,30.41666667,0.25
447,0.09594,0.02,0.08835,0.12,E,2.5,1,30.41666667,0.25
448,0.09594,0.02,0.08835,0.12,E,2.5,1,30.41666667,0.25
449,0.09594,0.02,0.092,0.12,E,2.5,1,30.41666667,0.25
450,0.09594,0.02,0.092,0.12,E,2.5,1,30.41666667,0.25
451,0.09594,0.02,0.092,0.12,E,2.5,1,30.41666667,0.25
452,0.09594,0.02,0.092,0.12,E,2.5,1,30.41666667,0.25
453,0.09594,0.02,0.093,0.12,E,2.5,1,30.41666667,0.25
454,0.09594,0.02,0.093,0.12,E,2.5,1,30.41666667,0.25
455,0.09594,0.02,0.093,0.12,E,2.5,1,30.41666667,0.25
456,0.09594,0.02,0.093,0.12,E,2.5,1,30.41666667,0.25
457,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
458,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
459,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
460,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
461,0.09594,0.02,0.13266,0.12,E,2.5,1,30.41666667,0.25
462,0.09594,0.02,0.13266,0.12,E,2.5,1,30.41666667,0.25
463,0.09594,0.02,0.13266,0.12,E,2.5,1,30.41666667,0.25
464,0.09594,0.02,0.13266,0.12,E,2.5,1,30.41666667,0.25
465,0.09594,0.02,0.14,0.12,E,2.5,1,30.41666667,0.25
466,0.09594,0.02,0.14,0.12,E,2.5,1,30.41666667,0.25
467,0.09594,0.02,0.14,0.12,E,2.5,1,30.41666667,0.25
468,0.09594,0.02,0.14,0.12,E,2.5,1,30.41666667,0.25
469,0.09594,0.02,0.125,0.12,E,2.5,1,30.41666667,0.25
470,0.09594,0.02,0.125,0.12,E,2.5,1,30.41666667,0.25
471,0.09594,0.02,0.125,0.12,E,2.5,1,30.41666667,0.25
472,0.09594,0.02,0.125,0.12,E,2.5,1,30.41666667,0.25
473,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
474,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
475,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
476,0.09594,0.02,0.09763,0.12,E,2.5,1,30.41666667,0.25
477,0.09594,0.02,0.096,0.12,E,2.5,1,30.41666667,0.25
478,0.09594,0.02,0.096,0.12,E,2.5,1,30.41666667,0.25
479,0.09594,0.02,0.096,0.12,E,2.5,1,30.41666667,0.25
480,0.09594,0.02,0.096,0.12,E,2.5,1,30.41666667,0.25
481,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
482,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
483,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
484,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
485,0.104227,0.02,0.1075,0.12,F,2.5,1,30.41666667,0.25
486,0.104227,0.02,0.1075,0.12,F,2.5,1,30.41666667,0.25
487,0.104227,0.02,0.1075,0.12,F,2.5,1,30.41666667,0.25
488,0.104227,0.02,0.1075,0.12,F,2.5,1,30.41666667,0.25
489,0.104227,0.02,0.10758,0.12,F,2.5,1,30.41666667,0.25
490,0.104227,0.02,0.10758,0.12,F,2.5,1,30.41666667,0.25
491,0.104227,0.02,0.10758,0.12,F,2.5,1,30.41666667,0.25
492,0.104227,0.02,0.10758,0.12,F,2.5,1,30.41666667,0.25
493,0.104227,0.02,0.10141,0.12,F,2.5,1,30.41666667,0.25
494,0.104227,0.02,0.10141,0.12,F,2.5,1,30.41666667,0.25
495,0.104227,0.02,0.10141,0.12,F,2.5,1,30.41666667,0.25
496,0.104227,0.02,0.10141,0.12,F,2.5,1,30.41666667,0.25
497,0.104227,0.02,0.0975,0.12,F,2.5,1,30.41666667,0.25
498,0.104227,0.02,0.0975,0.12,F,2.5,1,30.41666667,0.25
499,0.104227,0.02,0.0975,0.12,F,2.5,1,30.41666667,0.25
500,0.104227,0.02,0.0975,0.12,F,2.5,1,30.41666667,0.25
501,0.104227,0.02,0.09939,0.12,F,2.5,1,30.41666667,0.25
502,0.104227,0.02,0.09939,0.12,F,2.5,1,30.41666667,0.25
503,0.104227,0.02,0.09939,0.12,F,2.5,1,30.41666667,0.25
504,0.104227,0.02,0.09939,0.12,F,2.5,1,30.41666667,0.25
505,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
506,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
507,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
508,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
509,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
510,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
511,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
512,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
513,0.104227,0.02,0.10464,0.12,F,2.5,1,30.41666667,0.25
514,0.104227,0.02,0.10464,0.12,F,2.5,1,30.41666667,0.25
515,0.104227,0.02,0.10464,0.12,F,2.5,1,30.41666667,0.25
516,0.104227,0.02,0.10464,0.12,F,2.5,1,30.41666667,0.25
517,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
518,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
519,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
520,0.104227,0.02,0.1,0.12,F,2.5,1,30.41666667,0.25
521,0.104227,0.02,0.1003,0.12,F,2.5,1,30.41666667,0.25
522,0.104227,0.02,0.1003,0.12,F,2.5,1,30.41666667,0.25
523,0.104227,0.02,0.1003,0.12,F,2.5,1,30.41666667,0.25
524,0.104227,0.02,0.1003,0.12,F,2.5,1,30.41666667,0.25
525,0.104227,0.02,0.10015,0.12,F,2.5,1,30.41666667,0.25
526,0.104227,0.02,0.10015,0.12,F,2.5,1,30.41666667,0.25
527,0.104227,0.02,0.10015,0.12,F,2.5,1,30.41666667,0.25
528,0.104227,0.02,0.10015,0.12,F,2.5,1,30.41666667,0.25
529,0.104227,0.02,0.086,0.12,F,2.5,1,30.41666667,0.25
530,0.104227,0.02,0.086,0.12,F,2.5,1,30.41666667,0.25
531,0.104227,0.02,0.086,0.12,F,2.5,1,30.41666667,0.25
532,0.104227,0.02,0.086,0.12,F,2.5,1,30.41666667,0.25
533,0.104227,0.02,0.06989,0.12,F,2.5,1,30.41666667,0.25
534,0.104227,0.02,0.06989,0.12,F,2.5,1,30.41666667,0.25
535,0.104227,0.02,0.06989,0.12,F,2.5,1,30.41666667,0.25
536,0.104227,0.02,0.06989,0.12,F,2.5,1,30.41666667,0.25
537,0.104227,0.02,0.07187,0.12,F,2.5,1,30.41666667,0.25
538,0.104227,0.02,0.07187,0.12,F,2.5,1,30.41666667,0.25
539,0.104227,0.02,0.07187,0.12,F,2.5,1,30.41666667,0.25
540,0.104227,0.02,0.07187,0.12,F,2.5,1,30.41666667,0.25
541,0.104227,0.02,0.08447,0.12,F,2.5,1,30.41666667,0.25
542,0.104227,0.02,0.08447,0.12,F,2.5,1,30.41666667,0.25
543,0.104227,0.02,0.08447,0.12,F,2.5,1,30.41666667,0.25
544,0.104227,0.02,0.08447,0.12,F,2.5,1,30.41666667,0.25
545,0.104227,0.02,0.08343,0.12,F,2.5,1,30.41666667,0.25
546,0.104227,0.02,0.08343,0.12,F,2.5,1,30.41666667,0.25
547,0.104227,0.02,0.08343,0.12,F,2.5,1,30.41666667,0.25
548,0.104227,0.02,0.08343,0.12,F,2.5,1,30.41666667,0.25
549,0.104227,0.02,0.09446,0.12,F,2.5,1,30.41666667,0.25
550,0.104227,0.02,0.09446,0.12,F,2.5,1,30.41666667,0.25
551,0.104227,0.02,0.09446,0.12,F,2.5,1,30.41666667,0.25
552,0.104227,0.02,0.09446,0.12,F,2.5,1,30.41666667,0.25
553,0.104227,0.02,0.10535,0.12,F,2.5,1,30.41666667,0.25
554,0.104227,0.02,0.10535,0.12,F,2.5,1,30.41666667,0.25
555,0.104227,0.02,0.10535,0.12,F,2.5,1,30.41666667,0.25
556,0.104227,0.02,0.10535,0.12,F,2.5,1,30.41666667,0.25
557,0.104227,0.02,0.11981,0.12,F,2.5,1,30.41666667,0.25
558,0.104227,0.02,0.11981,0.12,F,2.5,1,30.41666667,0.25
559,0.104227,0.02,0.11981,0.12,F,2.5,1,30.41666667,0.25
560,0.104227,0.02,0.11981,0.12,F,2.5,1,30.41666667,0.25
561,0.104227,0.02,0.15305,0.10695,F,2.5,1,30.41666667,0.25
562,0.104227,0.02,0.15305,0.10695,F,2.5,1,30.41666667,0.25
563,0.104227,0.02,0.15305,0.10695,F,2.5,1,30.41666667,0.25
564,0.104227,0.02,0.15305,0.10695,F,2.5,1,30.41666667,0.25
565,0.104227,0.02,0.155,0.105,F,2.5,1,30.41666667,0.25
566,0.104227,0.02,0.155,0.105,F,2.5,1,30.41666667,0.25
567,0.104227,0.02,0.155,0.105,F,2.5,1,30.41666667,0.25
568,0.104227,0.02,0.155,0.105,F,2.5,1,30.41666667,0.25
569,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
570,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
571,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
572,0.104227,0.02,0.1101,0.12,F,2.5,1,30.41666667,0.25
573,0.104227,0.02,0.10857,0.12,F,2.5,1,30.41666667,0.25
574,0.104227,0.02,0.10857,0.12,F,2.5,1,30.41666667,0.25
575,0.104227,0.02,0.10857,0.12,F,2.5,1,30.41666667,0.25
576,0.104227,0.02,0.10857,0.12,F,2.5,1,30.41666667,0.25
577,0.113377,0.02,0.15223,0.10777,G,2.5,1,30.41666667,0.25
578,0.113377,0.02,0.15223,0.10777,G,2.5,1,30.41666667,0.25
579,0.113377,0.02,0.15223,0.10777,G,2.5,1,30.41666667,0.25
580,0.113377,0.02,0.15223,0.10777,G,2.5,1,30.41666667,0.25
581,0.113377,0.02,0.13049,0.12,G,2.5,1,30.41666667,0.25
582,0.113377,0.02,0.13049,0.12,G,2.5,1,30.41666667,0.25
583,0.113377,0.02,0.13049,0.12,G,2.5,1,30.41666667,0.25
584,0.113377,0.02,0.13049,0.12,G,2.5,1,30.41666667,0.25
585,0.113377,0.02,0.116,0.12,G,2.5,1,30.41666667,0.25
586,0.113377,0.02,0.116,0.12,G,2.5,1,30.41666667,0.25
587,0.113377,0.02,0.116,0.12,G,2.5,1,30.41666667,0.25
588,0.113377,0.02,0.116,0.12,G,2.5,1,30.41666667,0.25
589,0.113377,0.02,0.11311,0.12,G,2.5,1,30.41666667,0.25
590,0.113377,0.02,0.11311,0.12,G,2.5,1,30.41666667,0.25
591,0.113377,0.02,0.11311,0.12,G,2.5,1,30.41666667,0.25
592,0.113377,0.02,0.11311,0.12,G,2.5,1,30.41666667,0.25
593,0.113377,0.02,0.11308,0.12,G,2.5,1,30.41666667,0.25
594,0.113377,0.02,0.11308,0.12,G,2.5,1,30.41666667,0.25
595,0.113377,0.02,0.11308,0.12,G,2.5,1,30.41666667,0.25
596,0.113377,0.02,0.11308,0.12,G,2.5,1,30.41666667,0.25
597,0.113377,0.02,0.12915,0.12,G,2.5,1,30.41666667,0.25
598,0.113377,0.02,0.12915,0.12,G,2.5,1,30.41666667,0.25
599,0.113377,0.02,0.12915,0.12,G,2.5,1,30.41666667,0.25
600,0.113377,0.02,0.12915,0.12,G,2.5,1,30.41666667,0.25
601,0.113377,0.02,0.11062,0.12,G,2.5,1,30.41666667,0.25
602,0.113377,0.02,0.11062,0.12,G,2.5,1,30.41666667,0.25
603,0.113377,0.02,0.11062,0.12,G,2.5,1,30.41666667,0.25
604,0.113377,0.02,0.11062,0.12,G,2.5,1,30.41666667,0.25
605,0.113377,0.02,0.12685,0.12,G,2.5,1,30.41666667,0.25
606,0.113377,0.02,0.12685,0.12,G,2.5,1,30.41666667,0.25
607,0.113377,0.02,0.12685,0.12,G,2.5,1,30.41666667,0.25
608,0.113377,0.02,0.12685,0.12,G,2.5,1,30.41666667,0.25
609,0.113377,0.02,0.11514,0.12,G,2.5,1,30.41666667,0.25
610,0.113377,0.02,0.11514,0.12,G,2.5,1,30.41666667,0.25
611,0.113377,0.02,0.11514,0.12,G,2.5,1,30.41666667,0.25
612,0.113377,0.02,0.11514,0.12,G,2.5,1,30.41666667,0.25
613,0.113377,0.02,0.10583,0.12,G,2.5,1,30.41666667,0.25
614,0.113377,0.02,0.10583,0.12,G,2.5,1,30.41666667,0.25
615,0.113377,0.02,0.10583,0.12,G,2.5,1,30.41666667,0.25
616,0.113377,0.02,0.10583,0.12,G,2.5,1,30.41666667,0.25
617,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
618,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
619,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
620,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
621,0.113377,0.02,0.10456,0.12,G,2.5,1,30.41666667,0.25
622,0.113377,0.02,0.10456,0.12,G,2.5,1,30.41666667,0.25
623,0.113377,0.02,0.10456,0.12,G,2.5,1,30.41666667,0.25
624,0.113377,0.02,0.10456,0.12,G,2.5,1,30.41666667,0.25
625,0.113377,0.02,0.1001,0.12,G,2.5,1,30.41666667,0.25
626,0.113377,0.02,0.1001,0.12,G,2.5,1,30.41666667,0.25
627,0.113377,0.02,0.1001,0.12,G,2.5,1,30.41666667,0.25
628,0.113377,0.02,0.1001,0.12,G,2.5,1,30.41666667,0.25
629,0.113377,0.02,0.101,0.12,G,2.5,1,30.41666667,0.25
630,0.113377,0.02,0.101,0.12,G,2.5,1,30.41666667,0.25
631,0.113377,0.02,0.101,0.12,G,2.5,1,30.41666667,0.25
632,0.113377,0.02,0.101,0.12,G,2.5,1,30.41666667,0.25
633,0.113377,0.02,0.10314,0.12,G,2.5,1,30.41666667,0.25
634,0.113377,0.02,0.10314,0.12,G,2.5,1,30.41666667,0.25
635,0.113377,0.02,0.10314,0.12,G,2.5,1,30.41666667,0.25
636,0.113377,0.02,0.10314,0.12,G,2.5,1,30.41666667,0.25
637,0.113377,0.02,0.10425,0.12,G,2.5,1,30.41666667,0.25
638,0.113377,0.02,0.10425,0.12,G,2.5,1,30.41666667,0.25
639,0.113377,0.02,0.10425,0.12,G,2.5,1,30.41666667,0.25
640,0.113377,0.02,0.10425,0.12,G,2.5,1,30.41666667,0.25
641,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
642,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
643,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
644,0.113377,0.02,0.10558,0.12,G,2.5,1,30.41666667,0.25
645,0.113377,0.02,0.10745,0.12,G,2.5,1,30.41666667,0.25
646,0.113377,0.02,0.10745,0.12,G,2.5,1,30.41666667,0.25
647,0.113377,0.02,0.10745,0.12,G,2.5,1,30.41666667,0.25
648,0.113377,0.02,0.10745,0.12,G,2.5,1,30.41666667,0.25
649,0.113377,0.02,0.12378,0.12,G,2.5,1,30.41666667,0.25
650,0.113377,0.02,0.12378,0.12,G,2.5,1,30.41666667,0.25
651,0.113377,0.02,0.12378,0.12,G,2.5,1,30.41666667,0.25
652,0.113377,0.02,0.12378,0.12,G,2.5,1,30.41666667,0.25
653,0.113377,0.02,0.20016,0.08,G,2.5,1,30.41666667,0.25
654,0.113377,0.02,0.20016,0.08,G,2.5,1,30.41666667,0.25
655,0.113377,0.02,0.20016,0.08,G,2.5,1,30.41666667,0.25
656,0.113377,0.02,0.20016,0.08,G,2.5,1,30.41666667,0.25
657,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
658,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
659,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
660,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
661,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
662,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
663,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
664,0.113377,0.02,0.2199,0.08,G,2.5,1,30.41666667,0.25
665,0.113377,0.02,0.18715,0.08,G,2.5,1,30.41666667,0.25
666,0.113377,0.02,0.18715,0.08,G,2.5,1,30.41666667,0.25
667,0.113377,0.02,0.18715,0.08,G,2.5,1,30.41666667,0.25
668,0.113377,0.02,0.18715,0.07285,G,2.5,1,30.41666667,0.25
669,0.113377,0.02,0.15,0.11,G,2.5,1,30.41666667,0.25
670,0.113377,0.02,0.15,0.11,G,2.5,1,30.41666667,0.25
671,0.113377,0.02,0.15,0.11,G,2.5,1,30.41666667,0.25
672,0.113377,0.02,0.15,0.11,G,2.5,1,30.41666667,0.25
673,0.129492,0.02,0.14313,0.11687,H,2.5,1,30.41666667,0.25
674,0.129492,0.02,0.14313,0.11687,H,2.5,1,30.41666667,0.25
675,0.129492,0.02,0.14313,0.11687,H,2.5,1,30.41666667,0.25
676,0.129492,0.02,0.14313,0.11687,H,2.5,1,30.41666667,0.25
677,0.129492,0.02,0.13948,0.12,H,2.5,1,30.41666667,0.25
678,0.129492,0.02,0.13948,0.12,H,2.5,1,30.41666667,0.25
679,0.129492,0.02,0.13948,0.12,H,2.5,1,30.41666667,0.25
680,0.129492,0.02,0.13948,0.12,H,2.5,1,30.41666667,0.25
681,0.129492,0.02,0.1305,0.12,H,2.5,1,30.41666667,0.25
682,0.129492,0.02,0.1305,0.12,H,2.5,1,30.41666667,0.25
683,0.129492,0.02,0.1305,0.12,H,2.5,1,30.41666667,0.25
684,0.129492,0.02,0.1305,0.12,H,2.5,1,30.41666667,0.25
685,0.129492,0.02,0.1254,0.12,H,2.5,1,30.41666667,0.25
686,0.129492,0.02,0.1254,0.12,H,2.5,1,30.41666667,0.25
687,0.129492,0.02,0.1254,0.12,H,2.5,1,30.41666667,0.25
688,0.129492,0.02,0.1254,0.12,H,2.5,1,30.41666667,0.25
689,0.129492,0.02,0.12329,0.12,H,2.5,1,30.41666667,0.25
690,0.129492,0.02,0.12329,0.12,H,2.5,1,30.41666667,0.25
691,0.129492,0.02,0.12329,0.12,H,2.5,1,30.41666667,0.25
692,0.129492,0.02,0.12329,0.12,H,2.5,1,30.41666667,0.25
693,0.129492,0.02,0.12465,0.12,H,2.5,1,30.41666667,0.25
694,0.129492,0.02,0.12465,0.12,H,2.5,1,30.41666667,0.25
695,0.129492,0.02,0.12465,0.12,H,2.5,1,30.41666667,0.25
696,0.129492,0.02,0.12465,0.12,H,2.5,1,30.41666667,0.25
697,0.129492,0.02,0.12509,0.12,H,2.5,1,30.41666667,0.25
698,0.129492,0.02,0.12509,0.12,H,2.5,1,30.41666667,0.25
699,0.129492,0.02,0.12509,0.12,H,2.5,1,30.41666667,0.25
700,0.129492,0.02,0.12509,0.12,H,2.5,1,30.41666667,0.25
701,0.129492,0.02,0.122,0.12,H,2.5,1,30.41666667,0.25
702,0.129492,0.02,0.122,0.12,H,2.5,1,30.41666667,0.25
703,0.129492,0.02,0.122,0.12,H,2.5,1,30.41666667,0.25
704,0.129492,0.02,0.122,0.12,H,2.5,1,30.41666667,0.25
705,0.129492,0.02,0.11614,0.12,H,2.5,1,30.41666667,0.25
706,0.129492,0.02,0.11614,0.12,H,2.5,1,30.41666667,0.25
707,0.129492,0.02,0.11614,0.12,H,2.5,1,30.41666667,0.25
708,0.129492,0.02,0.11614,0.12,H,2.5,1,30.41666667,0.25
709,0.129492,0.02,0.11,0.12,H,2.5,1,30.41666667,0.25
710,0.129492,0.02,0.11,0.12,H,2.5,1,30.41666667,0.25
711,0.129492,0.02,0.11,0.12,H,2.5,1,30.41666667,0.25
712,0.129492,0.02,0.11,0.12,H,2.5,1,30.41666667,0.25
713,0.129492,0.02,0.106,0.12,H,2.5,1,30.41666667,0.25
714,0.129492,0.02,0.106,0.12,H,2.5,1,30.41666667,0.25
715,0.129492,0.02,0.106,0.12,H,2.5,1,30.41666667,0.25
716,0.129492,0.02,0.106,0.12,H,2.5,1,30.41666667,0.25
717,0.129492,0.02,0.11504,0.12,H,2.5,1,30.41666667,0.25
718,0.129492,0.02,0.11504,0.12,H,2.5,1,30.41666667,0.25
719,0.129492,0.02,0.11504,0.12,H,2.5,1,30.41666667,0.25
720,0.129492,0.02,0.11504,0.12,H,2.5,1,30.41666667,0.25
721,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
722,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
723,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
724,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
725,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
726,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
727,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
728,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
729,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
730,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
731,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
732,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
733,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
734,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
735,0.129492,0.02,0.11798,0.12,H,2.5,1,30.41666667,0.25
